ParticipantNumber,Condition,Age,Gender,FIRSTOBJECTIVE/10,FIRSTSUBJECTIVE/5,RTsubj/5,RTObjectiveScore,ColoursRecalled,NumColoursRecalled,HandLoweringObjectiveRating,HandsTogetherObjectiveRating,MosquitoObjectiveRating,ArmRigidityObjectiveRating,ArmImmobilisationObjectiveRating,MusicObjectiveRating,TasteObjectiveRating,AmnesiaObjectiveRating,VisualHallucinationObjectiveRating,PostHypnoticObjectiveRating,TotalObjectiveScoreWithoutPostSessionExp,HandLoweringSubjectiveRating,HandsTogetherSubjectiveRating,MosquitoSubjectiveRating,TasteSubjectiveRating,ArmRigiditySubjectiveRating,ArmImmobilisationSubjectiveRating,MusicSubjectiveRating,VisualHallucinationSubjectiveRating,AmnesiaSubjectiveRating,PostHypnoticSubjectiveRating,TotalSubjectiveScore,SweetObjRating,SweetObjYN,SourObjRating,SourObjYN,PreSuggestionRecall,PostSuggestionRecall,SweetSubRating,SourSubRating,PostHypnoticSub1,PostHypnoticSub2,ExperimentDuration,MASscore,MCSDScore,PSWQscore,RETEST,ParticipantNumber_48,Condition_49,Age_50,Gender_51,ColoursRecalled_52,NumColoursRecalled_53,VisualHallucinationObjectiveRating_54,PostHypnoticObjectiveRating_55,HandLoweringObjectiveRating_56,HandsTogetherObjectiveRating_57,MosquitoObjectiveRating_58,ArmRigidityObjectiveRating_59,ArmImmobilisationObjectiveRating_60,MusicObjectiveRating_61,TasteObjectiveRating_62,AmnesiaObjectiveRating_63,TotalObjectiveScoreWithoutPostSessionExp_64,HandLoweringSubjectiveRating_65,HandsTogetherSubjectiveRating_66,MosquitoSubjectiveRating_67,TasteSubjectiveRating_68,ArmRigiditySubjectiveRating_69,ArmImmobilisationSubjectiveRating_70,MusicSubjectiveRating_71,VisualHallucinationSubjectiveRating_72,AmnesiaSubjectiveRating_73,PostHypnoticSubjectiveRating_74,TotalSubjectiveScore_75,SweetObjRating_76,SweetObjYN_77,SourObjRating_78,SourObjYN_79,PreSuggestionRecall_80,PostSuggestionRecall_81,SweetSubRating_82,SourSubRating_83,PostHypnoticSub1_84,PostHypnoticSub2_85
151,0,19,0,6,2.32,2.19,5,RED BLUE GREEN,3,1,1,1,1,1,0,1,0,0,0,6,4,3,5,3,3,2,1,0,0,2.23607,23.2361,4,1,2,1,"MOSQUTOE HANDS PALMS UP OUT FRONT AND PSUHED TOEGTEHR, BOWLING BALL, SWEET TASTE IN MOUTH, SOUR TASTE IN MOUTH, HEAVY LEFT HAND,",RIGHT HAND OUT AND THEN IT GETS EAVY AND HEAVY UNTIL IT IS ALL THE WAY BY YOUR SIDE,4,2,5,1,68.2117,13,22,41,1,151,1,19,0,BLUE RED GREEN,3,0,1,1,1,0,1,0,0,1,0,5,5,4,1,0.5,4,3,0,0,2,2.44949,21.9495,2,1,1,0,"MOSTITOES LANDING ON HAND, SOUNDS OF IT BUZZING AROUND. RIGHT HAND GETTING HEAVIER LEFT HAND FEELING VERY HEAVY. SWEET TASTE AND","STIFF ARM, LIKE INA SPLINT, RIGHT HAND HOLDING IN BOWLING BALL, PRESSING THE SPACE BAR 6 TIMES, HANDS OUT FRONT BEING PUSHED TOG",1,0,2,3
154,0,27,0,6,2.8,2.3,3,"GREEN, RED AND BLUE",3,1,1,1,1,0,0,1,0,0,1,6,4,5,5,2.5,5,2,0,0,0,4.47214,27.9721,2,1,4,1,"I HAVE BEEN ASKED TO HOLD A BOLLING BALL AND FEEL IT'S HEAVINESS, I WAS ASKED TO GO DOWN THE STAIRS, AND TO IMAGINE MY HAND AS S","HAPPY BIRTHDAY SONG SUPPOSEDLY PLAYED, EXTENDDED MY TWO ARMS AND FELT A FORCE BETWEEN MY HANDS, MY HRIGHT HANDS DROPPED SAW PICT",1,4,5,4,71.4622,26,19,53,1,154,1,27,0,RED GREEN BLUE,3,0,0,1,1,0,0,0,0,1,0,3,5,3,0,1.5,3,1,0,5,0,4.47214,22.9721,2,1,3,1,STIFF HANDS HOLDING HEAVY BALL RED GREEN BLUE BALL MOSIQITO BUZZING HAPPY BIRTHDAY SONG HEAVY LEFT ARM AND HANDS NOT TO REMEMBER,"EXTENDING THE ARM AND HOLDING A HEAVY BALL, SEEING 3 BALLS BUT INSTRUCTED TO SEE 2 MOSQITO BUZZING HAPPY BIRTHDAY SONG HEAVY LEF",1,2,5,4
159,0,18,0,6,2.07,3.12,7,"GREEN, RED, BLUE",3,1,1,1,1,1,0,1,0,0,0,6,2,4,3,3,4,2,1,0,0,1.73205,20.7321,2,1,4,1,"IMAGINED THAT ARM WAS HEAVY, THAT ARM WAS VERY STIFF, IMAGINED THAT I WAS HOLDING SOMETHING VERY HEAVY, HAD TO IMAGINE THAT THER","IMAGINED A MOSQUITO BUZZING AROUND HAND, HAD TO SHOO IT OFF,",2,4,3,1,74.7342,26,14,51,1,159,1,18,0,"BLUE, GREEN, RED",3,0,1,1,1,1,1,0,1,1,0,7,5,4,3,4,5,3,3,0,2,2.23607,31.2361,3,1,3,1,"TOLD TO TASTE LEMON, TOLD TO TASTE SOMETHING SWEET, BRUSHED OFF MOSQUITO, TOLD TO PRESS SPACE BAR, ARM FELT RIGID, HELD SOMETHIN","ARMS WERE TOUCHING, LEFT HAND FELT HEAVY, RIGHT ARM HEAVY AS IF HOLDING SOMETHING, HAPPY BIRTHDAY RECORDING, SAW 3 BALLS, ",4,4,5,1
165,0,18,0,4,2.65,1.32,3,GREEN ORANGE BLUE,3,0,1,0,1,1,0,1,0,0,0,4,4,3,3,4.5,4,5,0,0,1,2,26.5,4,0,4,0,"WALKING SLOWLY 20 STEPS DOWN, THEN HOLDING SOMETHING HEAVY WITH MY RIGHT HAND, FEELING HOW DIFFICULT IT GETS WITH TIME TO HOLD M","ACTUALLY I REMEMBERED BEFORE MANY THINGS MORE, JUST HAVENT TIME TO WRITE IT DOWN; REALIZING THERE IS A MOSQUITO, THEN HOLDING BO",4,5,4,1,60.9739,24,18,58,1,165,1,18,0,"GREEN., BLUE, ORANGE",3,0,0,0,1,0,1,1,0,0,0,3,3,1,1,0.5,2,3,0,0,1,1.73205,13.2321,2,0,1,0,"COUNT DOWN TO 20, STEPS, LIFTING SOMETHING HEAVY WITH RIGHT HAND, IMAGING SOMETHING SWEET IN MY MOUTH , IMMAGING THE SOUND OF A ","AT THE END COUNT TO 20, AT 10 OPEN EYES, AT 20 BE AWAKE, PRESS SPACE BUTTON 6 TIMES, BUT NOTHING HAPPENED",1,0,3,1
170,1,20,1,3,0.7,0.75,2,BLUE GREEN ORANGE,3,1,0,0,0,0,0,1,0,0,1,3,3,0,0,1,2,1,0,0,0,0,7,2,1,2,1,PUT INTO A DEEPLY RELAXED OR SUGGESTIBLE STATE BY RELAXING DIFFERENT PARTS OF THE BODY AND SITTING COMFORTABLY. THEN AFTER COUNT,THERE IS NO DIFFERENCE IN MEMORY NOW AND BEFORE,1,1,5,0,76.9989,21,14,57,1,170,0,20,1,,0,0,0,1,0,0,0,0,0,1,0,2,4,0,0,0.5,2,1,0,0,0,0,7.5,1,0,2,1,SIMPLE EXERCISES USING OUR IMAGINATION STARTING WITH IMAGINING WALKING DOWN STEPS. THEN IMAGING OUR HAND WAS WEIGHED DOWN BY AN ,NOT APPLICABLE,0,1,0,0
188,0,34,0,5,2.75,1.25,4,BLUE RED GREEN,3,1,1,0,1,1,0,1,0,0,0,5,5,4,3,4.5,5,5,0,0,1,0,27.5,3,1,4,1,LIFTING ARM THAT GETS HEAVIER PUSING HANDS TOGETHER AS IF BENG PUSHED HEAVY LEFT HAND CLIMBING DOWN 20 STEPS IMAGINE 3 BALLS PRE,PLACE HANDS IN YOUR LAP RESTING LISTEN CAREFULLY TO THE INSTRUCTIONS USE YOUR IMAGINATION TO VISUALISE THE STAIRS TRY TO MOVE YO,4,5,4,0,63.7674,35,23,78,1,188,1,34,0,GREEN ORANGE BLUE,3,0,1,1,1,1,0,0,0,0,0,4,4,2,3,0.5,2,1,0,0,0,0,12.5,1,0,1,0,"PRESSED HARDS TOGETHER AS IF SOMETHING FORCING THEM, RELAX WITH BOTH HANDS IN TH LAP, PU RIGHT ARM OUT LIKE A BALL IS BEING HELD","WILL SLOWLY RELAX WHEN COUNT DOWN IS DONE, RIGHT ARM IS STIFF CAN YOU BEND IT, RIGHT LEG GETTING HEAVY, LEFT LEG GETTING HEAVY, ",1,0,5,0
190,1,19,1,2,1.2,1.85,4,RED BLUE GREEN,3,0,0,0,1,0,0,0,1,0,0,2,3,1,0,0,3,2,0,0,3,0,12,1,0,1,0,FIRST WAS TOLD TO RELAX AMD TARGETING EACH PARTS OF MY BODY AFTER THAT TOLD ME TO EASE MY MIND AFTER RASIE MY RIGHT HAND TO SEE ,PUT MY HANDS CLOSER THEN MOSQUITO ON MY RIGHT HAND ASKED ME TO BRUSH IT OFF THEN IF I COULD HEAR HAPPY BIRTHDAY SONG AND PRESS S,0,0,4,0,68.8971,24,18,31,1,190,0,19,1,RED GREEN BLUE,3,0,1,1,1,0,0,0,0,1,0,4,4,3,1,0.5,3,0,0,0,2,5,18.5,1,0,2,1,ARM WEIGHT HAND COMIMG CLOSER BALLS MOUSKITO HAPPY BIRTHDAY SPACE BAR 6 TIMES HAND TENSE SWEET TAST SOUR TAST,HEAVY OBJECT IN RIGHT HAND TENSE ARME BENDING IT,0,1,5,5
192,1,18,0,2,2.08,1.3,2,GREEN BLUE ORANGE,3,0,1,0,1,0,0,0,0,0,0,2,5,3,1,0,5,1,1,0,2,2.82843,20.8284,1,0,1,0,"I WAS TOLD TO RELAX, PUT MY RIGHT ARM UP ANF HOLD SOMETHING HEAVEY, TO MAKE MY LEFT HAND HEAVEY, TO TASTE SOMETHING SWEET THEN S","TO PRESS THE SPACE BAR 6 TIMES,",0,0,4,2,63.0426,11,27,48,1,192,0,18,0,"ORANGE, GREEN, BLUE",3,0,1,0,1,0,0,0,0,0,0,2,4,3,0,0,3,0,0,0,1,2,13,1,0,1,0,"LIFT YOUR ARM AND IMAGINE HOLDING SOMETHING HEAVY, LISTEN TO HAPPY BIRTHDAY, MOSQUITO BUZZING, LOOK AT 2 BALLS, MAKE YOUR ARM ST","TASTE SOMETHING SWEET THEN SOMETHING SOUR, PRESS THE SPACE BAR 6 TIMES",0,0,4,1
193,1,18,0,1,0.7,1.15,1,GREEN BLUE RED,3,0,0,0,0,1,0,0,0,0,0,1,3,2,0,2,0,0,0,0,0,0,7,3,0,2,0,RAISE RIGHT ARM FACE HANDS TOGETHER LISTEN TO HAPPY BIRTHDAY LOOK AT BALLS TYPE COLOUR OF BALLS PRESS SPACEBAR 6 TIMES NOT REMEM,HOLD ARM OUT STIFF,2,2,3,0,63.8928,33,17,59,1,193,0,18,0,RED BLUE GREEN,3,0,1,0,0,0,0,0,0,0,0,1,4,3,0,0.5,2,2,0,0,0,0,11.5,1,0,1,0,"REACH OUT RIGHT ARM AND FEEL IT DROP, FEEL BOTH ARMS BE PULLED TOGETHER, LISTEN AND SWAT AWAY MOSQUITO, FEEL LEFT ARM HEAVY, LIS",NOTHING,1,0,5,0
197,0,18,0,3,1.75,2.4,4,BLUE GREEN RED,3,0,1,1,0,1,0,0,0,0,0,3,4,5,0,0,2,3,0,0,0,3.4641,17.4641,1,0,1,0,WALK DOWN STAIRS HOLD OUT HAND WITH IMAGINARY BALLHOLD ARMS OUT HANDS FACING EACH OTHER LEFT ARM AND HAND FELT HEAVY LOOK AT BAL,HELD OUT HAND AND ARM SO IT COULD FEEL STIFF BENT STIFF ARM,0,0,3,4,61.7638,26,4,52,1,197,1,19,0,BLUE GREEN RED,3,0,1,1,0,0,1,1,0,0,0,4,4,1,0,1,4,4,0,5,0,5,24,1,0,2,0,HOLD HAND OUT PALM UP WITH HEAVY OBJECT PALMS FACE EACH OTHER AND MOVE TOGETHER RIGHT ARM IS STIFF MOSQUITO ON RIGHT HAND LEFT A,COUNTED FROM 1-20 TO ENTER HYPNOSIS PRESSED SPCE BAR 6 TIMES WHEN TOLD TO LOOKED AT COLOURED BALLS AND NAMED COLOURS,0,2,5,5
202,1,19,0,6,2.85,1.1,2,GREEN BLUE RED,3,1,1,1,1,0,0,1,1,0,0,6,5,5,3,2.5,4,3,0,0,4,2,28.5,2,1,4,1,I HAD TO LIFT UP MY HAND AND IT WAS HEAVY WITH A BALL IN IT. THERE WERE COLOURED BALLS. MY EYES WERE CLOSED,MY ARMS AND LEGS RELAXED. I LIFTED OUT MY RIGHT ARM AND IT HAD A BALL IN IT. I PUT BOTH MY ARMS OUT AND THEY MOVED TOGETHER. MY ,1,4,1,4,67.4722,44,2,75,1,202,0,19,0,BLUE GREEN RED,3,0,0,1,1,0,0,0,0,0,0,2,2,2,0,0,2,1,0,0,4,0,11,1,0,1,0,ARM GOT HEAVY WITH BALL IN HAND. 3 COLOURED BALLS. MOSQUITO. HEAVY ARM. ARMS MOVED TOGETHER. H,HAPPY BIRTHDAY,0,0,5,0
211,1,20,1,7,2.7,2.7,7,BLUE RED GREEN,3,1,1,1,1,1,0,1,0,0,1,7,4,3,3,4,5,3,0,0,1,4,27,3,1,2,1,"HEAVINESS OF BODY,TASTE IN MOUTH, HANDS IN FRONT, WEIGHT AND FORCE TOGETHER, COLOURED BALLS, SPACE BAR SIX TIMES HAPPYBIRTHDAY V",,4,4,4,4,66.586,35,10,79,1,211,0,20,1,RED BLUE GREEN,3,0,1,1,1,1,1,1,0,1,0,7,3,3,2,3.5,4,3,1,1,3,3.4641,26.9641,2,1,3,1,"STAIRCASE, RIGHT HAND PALM UP, BOTH HANDS PALMS FACING EACH OTHER, HEAVY LEFT HAND IN LAP, MOSQUITO, HAPPY BIRTHDAY, COLOURED BA","STAIRCASE, RIGHT HAND PALM UP WEIGHT, BOTH HANDS FACING EACH OTHER, LEFT HAND HEAVY IN LAP, RIGHT HAND SPLINT, MOSQUITO, HAPPY B",3,4,3,4
212,0,19,0,2,1.8,1.2,3,BLUE GREEN ORANGE,3,1,1,0,0,0,0,0,0,0,0,2,4,5,0,1,3,3,0,0,2,0,18,1,0,3,0,"HELD RIGHT HAND WITH PALM UP, HELD BOTH HANDS OUT SO THEY WENT TOWARDS EACH OTHER, HELD RIGHT ARM OUT AND HELD HEAVY OBJECT, HEL",MOSQIUTO,0,2,0,0,65.7737,23,15,53,1,212,1,19,0,BLUE GREEN ORANGE,3,0,1,1,1,0,0,0,0,0,0,3,4,3,0,1,2,2,0,0,0,0,12,1,0,2,0,"HEAVY RIGHT HAND, HANDS GOING TOWARDS EACH OTHER, MOSQUITO, HEAVY LEFT HAND, STIFF RIGHT HAND, THREE BALLS, SPACE BAR 6 TIME, HA",,0,2,0,0
214,0,19,0,7,2.3,1.4,6,GREEN RED BLUE,3,1,1,1,1,0,1,1,0,0,1,7,3,4,2,1,4,3,4,0,2,0,23,2,1,1,0,"SWEET IN MOUTH. HEAVY HAND. STIFF ARM. HOLD OUT HANDS AND THEY COME CLOSER. PRESS SPACE BAR 6 TIMES. MOSQUITO BOTHERING, MOSQUIT",THE THREE COLOURED BALLS. THE SOUR TASTE.,2,0,5,0,82.5699,19,8,54,1,214,1,19,0,GREEN BLUE RED,3,0,0,1,1,1,1,1,0,1,0,6,3,2,1,0,3,3,0,0,2,0,14,1,1,1,0,"STIFF RIGHT ARM, HEAVY LEFT ARM AND HAND, SWEET AND SOUR TASTE, MOSQUITO, HANDS BEING PULLED TOGETHER, HEAVY OBJECT ON RIGHT HAN",HAPPY BIRTHDAY SONG,0,0,0,5
215,1,19,0,4,1.45,1.05,5,GREEN BLUE ORANGE,3,1,1,0,0,0,0,1,0,0,1,4,4,3,0,0.5,3,2,0,0,2,0,14.5,1,1,2,1,"RIGHT HAND AND ARM WENT HEAVY AND BEGAN MOVING DOWN, BOTH HANDS DRAW CLOSER TOGETHER, WAS TOLD THERE WOULD BE A SWEET TASTE IN M",WAS TOLD THERE WERE 3 BALLS ON THE SCREEN AND TO OPEN EYES AND NOTE COLOURS,0,1,1,0,73.667,30,12,62,1,215,0,19,0,"BLUE, GREEN, ORANGE",3,0,1,1,1,0,1,0,0,1,0,5,5,3,0,0.5,1,1,0,0,0,0,10.5,1,1,1,1,"ASKED TO HOLD HAND OUT AND IMAGINE A HEAVY BALL, ASKED TO HOLD BOTH HANDS 1 INCH APART AND FEEL THEM PULLING TOGETHER, SAID A MO",IMAGINE GOING DOWN STAIRS,0,1,0,0
216,0,17,0,5,2.89,2.25,4,"GREEN, RED",2,1,1,0,1,0,1,0,0,1,0,5,5,4,2,1.5,4,4,3,0,4,1.41421,28.9142,2,0,2,0,"I WA ASKED TO IMAGINE MY HAND HOLDING SOMETHING EXTREMELY HEAVY, TO IMAGINE THAT THE HAPPY BIRTHDAY SONG IS PLAYING AT DIFFERENT",I WAS ASKED TO PRESS THE SPACE BAR 6 TIMES AND TI WRITE DOWN THE COLOURS OF THE BALLS DISPLAYED ON THE SCREEN,2,1,2,1,68.103,29,14,53,1,216,1,18,0,BLUE GREEN,2,1,0,1,1,0,0,0,1,0,0,4,5,4,1,1.5,3,2,4,0,2,0,22.5,1,0,2,0,"I WAS ASKED TO RISE MY RIGHT ARM MY AL FACING UPWARDS AND TO FEEL SOMETHING HEAVY, LISTEN TO A HAPPY BIRTHDAY SONG, TO A MOSQUIT","I SAS ASKED TO WRITE DOWN THE COLOURS OF THE BALLS I SAW ON THE SCREEN, I AS ALSO ASKED TO PUT BOTH OF MY ARMS I FRONT OF ME FAC",2,1,0,0
221,0,20,0,6,1.97,1.75,3,GREEN BLUE RED,3,1,1,1,0,0,0,1,1,0,1,6,4,3,3,2,3,2,0,0,1,1.73205,19.7321,2,1,2,1,"HOLD ARM OUT, WALK DOWN 20 STEPS, STATE COLOURS OF 3 BALLS,HANDS PULLING TOGETHER, LISTEN TO HAPPY BIRTHDAY","TASTE SWEETNESS AND SOURNESS IN MOUTH, MOSQUITO ON HAND, HOLD HEAVY OBJECT IN HAND, STIFF ARM",2,2,3,1,66.3039,39,3,76,1,221,1,20,0,BLUE GREEN RED,3,0,0,1,1,1,0,0,0,0,0,3,4,3,2,0.5,4,2,0,0,2,0,17.5,1,0,2,0,"HYPNOSIS, SOMETHING HEAVY IN HAND, RIGID ARM, COLOURED BALLS, BREATHING EXERCISES, HEAVY LEFT ARM ","COUNT BACK FROM 20, TASTING DIFFERENT FLAVOURS, HEARING MOSQUITO, FEELING MOSQUITO ON HAND",0,1,0,5
222,1,27,1,2,0.3,0.1,2,GREEN BLUE RED,3,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,3,1,0,1,0,ASKED TO CLOSE MY EYES AND RELAX. INTRUCTOR KEPT TALKING ASKING ME TO MOVE MY ARMS ETC. THEN ASKED ME TO IDENTIFY THE COULOUR OF,I DIDNT FORGET,0,0,2,0,80.3909,19,14,36,1,222,0,27,1,RED GREEN ORANGE,3,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,"ASKED TO HOLD ARM OUT, THEN BOTH ARMS, THEN A MOSQUITOS WAS SUPPOSEDLY THERE. THEN ASKED ME TO LISTEN TO A HAPPY BDAY SONG, COUL",CANT REMEMBER ANYTHING ELSE,0,0,2,0
225,1,19,0,1,0,0,0,BLUE GREEN ORANGE,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"LIFT RIGHT ARM AND FEEL A BOWLING BALL, FEEL LEFT ARM GET NUMB, FEEL MOSTQUITO BUZZING, FAKE HAPPY BIRTHDAY SONG PLAYED AT DIFFE",,0,0,5,0,68.2595,39,17,70,1,225,0,19,0,GREEN ORANGE BLUE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"HOLDING SOMETHING IN HAND, MOSTQITO, HAPPY BIRTHDAY, TASTE - SWEET AND SOUR, PRESS SPACE BAR, NUMB HEAVY ARMS, FORCE BETWEEN HAN",,0,0,3,0
227,0,22,1,4,2.25,2.1,4,BLUE GREEN ORANGE,3,1,1,0,0,1,0,1,0,0,0,4,3,4,2,2.5,5,4,0,0,2,0,22.5,3,1,2,1,STAIRCASE RIGHT ARM BOTH ARMS ARM AND LEG SWEET TASTE SOUR TASTE BALLS ORANGE BLUE GREENBLACK BACKGROUND HEAVY ARMS SIX SPACEBAR,"TOO LAZY TO THINK ABOUT IT AND DONT DO IT, EASILY FORGOTTEN. PLACE ARMS OUT, HANDS TOGETHER, FORCES BETWEEN HANDS PULLING THEM T",3,2,5,0,59.9496,20,18,41,1,227,1,22,1,ORANGE BLUE GREEN,3,0,0,1,1,0,1,1,0,0,0,4,3,4,1,0.5,4,4,0,0,1,3.4641,20.9641,1,0,1,0,"BOWLING BALL HANDS TOGERTHER FOOT APART, 3 BALLS, HANDS GETTING HEAVY, TASTE SWEET AND SOUR, MOSQUITO, SPACE BAR 6 TIMES, COUNTI","MOSQUITO BITE, ",1,0,4,3
250,0,19,0,3,1.65,2.29,5,GREEN BLUE ORANGE,3,0,1,0,1,0,0,1,0,0,0,3,4,3,2,2.5,4,0,0,0,1,0,16.5,2,0,3,1,"GOING DOWN STAIRS HEAVY ARMS HAPPY BIRTHDAY PLAY, LEFT HAND HEAVY, MOSQITO, EYES CLOSED, TASTE OF SWEET AND SOUR, LOCKED ARM","THE COLOUR OF THE BALLS, IMAGINING BALLS ON THE SCREEN, TYPING THE COLOUR OF THE BALLS,",1,4,0,5,64.8519,26,22,50,1,250,1,19,0,GREEN BLUE RED,3,0,0,1,1,1,0,1,0,1,0,5,3,4,1,3,2,2,0,0,4,3.87298,22.873,2,0,4,1,"COUNTED BACK FROM 20, HAPPY BIRTHDAY MOSQUITO ARMS HARM DRAWN TOWARDS EACH OTHER HEAVY ARMS","TASTE OF SOMETHING SWEET THEN SOUR, COUNTING FROM 20 TO 1 AT THE END,  ",2,4,5,3
251,1,18,0,6,2.37,1.7,4,RED GREEN BLUE,3,1,1,1,1,0,0,1,0,0,1,6,4,3,2,2.5,3,2,0,0,4,3.16228,23.6623,3,1,3,1,"RIGHT ARM HEAVY, RIGHT AND LEFT ARM PULLED TOGETHER, MOSQUITO ON RIGHT HAND",LEFT ARM NUMB 3 BALLS TASTE SWEET AND SOUR,2,3,5,2,67.3445,42,26,72,1,251,0,18,0,GREEN BLUE ORANGE,3,0,1,1,1,0,1,0,0,0,0,4,4,3,2,1,3,2,0,0,2,0,17,1,0,1,0,"MOSQUITO, PRESS SPACE BAR 6 TIMES, FORGET EVERYTHING, COLOUR OF BALLES AND HOW MANY THERE ARE, LEFT ARM RIGID, RIGHT ARM HEAVY-B",,1,1,4,0
253,0,20,0,1,2.15,1.4,3,BLUE GREEN RED,3,0,0,1,0,0,0,0,0,0,0,1,4,3,2,1.5,4,4,0,0,3,0,21.5,2,0,2,0,GOING DOWN THE STEPS LOOKING AT COLOURED BALLS ARM AND HAND GOING NUMB AND HEAVY ARM IS BECOMING STIFF HEARING HAPPY BIRTHDAY SO,RESTING LEFT ARM AND HAND LIFTING UP HOLDING A BOWLING BOWL FEELING THE HEAVINESS STIFF ARM PLACING BOTH ARMS OUT BOTH HANDS FAC,1,2,5,0,60.2863,21,25,52,1,253,1,20,0,BLUE GREEN RED,3,0,1,0,1,0,1,0,0,0,0,3,4,0,0,0,0,4,0,5,1,0,14,1,0,1,0,TASTE OF SOMETHING SWEET GOING INTO SOMEWHERE DEEP ARM UP HOLDING A BOWLING BALL ARM UP FEELING IT TINGLE AND NUMB MISQUITO PRES,COLOURED BALLS HEAVY ARM RELAX THE ENTIRE BODY,0,0,4,0
259,1,19,0,4,1.8,0.55,0,,0,1,1,0,1,0,0,0,0,0,1,4,4,2,0,1,4,2,0,5,0,0,18,2,0,1,0,"I RELEXED SLOWLY STARTING WITH MY RIGHT LEG, I FELT MORE AND MORE RELAXED AS THE VOICE COUNTED TO 20I LIFTED MY RIGHT HAND AND F",,2,0,1,0,63.6677,38,12,76,1,259,0,19,0,GREEN BLUE ORANGE,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.5,2,0,0,0,0,0,5.5,2,0,1,0,"I WENT DOWN STEPS, STUCK OUT MY ARM WHICH GOT HEAVY, TSUCK OUT BOTH ARMS WHICH WERE DRAWN TOGETHER, MY RIGHT ARM FELT STIFF MY L",,1,0,1,0
264,1,19,0,4,1.75,1.5,1,GREEN ORANGE BLUE,3,0,1,1,0,0,0,1,1,0,0,4,3,3,2,2.5,4,3,0,0,0,0,17.5,4,1,2,1,"ASKED TO SIT COMFORTABLY AND RELAX HANDS IN LAP, TOLD TO RELAX FURTHER AND DEEPER, THEN ASKED TO  HOLD RIGHT HAND OUT WITH PALM ","HANDS GOT CLOSER TOGETHER, ASKED TO RELAX AGAIN AND FEEL HEAVINESS IN LEFT ARM AND HAND, ASKED TO LOOK AT PICTURE OF COLOURED BA",4,1,0,5,69.287,32,15,55,1,264,0,19,0,GREEN ORANGE BLUE,3,0,0,0,0,0,0,0,0,1,0,1,2,1,0,3,3,2,0,0,0,4,15,4,1,2,1,"FEEL A HEAVY WEIGHT SUCH AS A BOWLING BALL, HEAR A MOSQUITO BUZZING, A FORCE PULLING HANDS TOWARDS EACH OTHER, HEAR HAPPY BIRTHD","HAND DROPS DOWN WITH HEAVY BOWLING BALL, TASTE SWEET AND THEN SOUR, LEFT HAND GETS HEAVY, RIGHT ARM GETS STIFF AND TRY TO BEND I",4,2,4,4
269,0,19,0,4,2.25,1.6,3,GREEN RED BLUE,3,1,1,1,1,0,0,0,0,0,0,4,4,4,3,0,3,3,0,0,1,4.47214,22.4721,1,0,1,0,"FEEL A MOSQUITO AROUND MY HAND, FEEL MY HAND GOING HEAVY, FEEL MY HANDS BE PULLED TOGETHER, HEAR HAPPY BIRTHDAY BEING SUNG,FEEL ",,0,0,5,4,61.2211,39,13,72,1,269,1,19,0,BLUE RED GREEN,3,0,0,1,1,0,0,0,0,1,0,3,4,4,1,1,3,3,0,0,0,0,16,2,0,2,1,"ARM STIFFNESS, FLY , HAPPY BIRTHDAY, HEAVY HAND, HANDS BEING PULLED TOGETHER, HOLDING A BOWLING BOWL MAKIN MY HAND HEAVY, SEING ",,1,1,5,0
275,0,19,1,7,2.62,2.24,6,BLUE GREEN ORANGE,3,1,1,1,1,1,0,1,0,0,1,7,3,4,4,3,5,4,0,0,1,2.23607,26.2361,2,0,4,1,ASKED TO IMAGINE SENSATIONS IN HANDS WHEN HEAVY THINGS ARE PLACED ON THEM. IMAGINE TASTES OF SWEET AND SOUR. SHOWN A PICTURE OF ,STRETCH OUT ARMS,1,5,5,1,59.4238,32,22,67,1,275,1,19,1,GREEN ORANGE BLUE,3,0,1,1,1,0,1,1,0,1,0,6,5,4,1,2,5,4,0,0,0,1.41421,22.4142,1,1,3,1,"MOSQUITO, HAPPY BIRTHDAY SONG, LIFTING HAND AND IT BECOMING HEAVY, 3 BALLS, 6 SPACES, PULLING HANDS TOGETHER, HEAVINESS IN ARMS ",,1,3,2,1
